Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
13760,12528254,"menna tullah elzarqa","2024-08-24 01:22:07",0.72966,1,mennatullahelzarqa
13761,11280515,RAFI01001,"2024-10-09 08:28:23",0.72966,3,rafi01001
13762,10485502,"Abhigyan Bhatnagar","2024-09-03 17:57:29",0.72966,1,abhigyanbhatnagar
13763,12574225,andysong3456,"2024-09-06 04:25:38",0.72966,1,andysong3456
13764,12588109,阿部誠洋,"2024-09-12 12:40:55",0.72966,2,abtom16
13765,12602017,sakshiijangra,"2024-09-12 16:39:43",0.72966,1,sakshiijangra
13766,12608976,Atsutsutsu,"2024-09-14 09:12:55",0.72966,2,atsutsutsu
13767,12609970,sjain16,"2024-09-14 14:25:40",0.72966,1,sjain16
13768,12617018,"Maciej Kijowski","2024-09-16 13:30:39",0.72966,1,maciejkijowski
13769,12625827,"Adarsh kr. Shrivastav07","2024-09-18 12:46:05",0.72966,1,adarshkrshrivastav07
13770,12636047,"Matthew Thorne","2024-09-20 11:53:49",0.72966,1,matthewthorne
13771,12638065,"Warren Leitner","2024-09-20 21:15:32",0.72966,2,warrenleitner
13772,12685384,karlklf,"2024-09-30 20:45:40",0.72966,1,karlklf
13773,12424935,"Ilori Korede","2024-10-01 14:38:13",0.72966,4,ilorikorede
13774,12722207,"Antony Wilson_S","2024-10-08 08:45:09",0.72966,3,antonywilsons
13775,12731848,feliklix,"2024-10-12 19:59:10",0.72966,2,feliklix
13776,12764050,"MaYuR Ratadiya","2024-10-15 16:04:08",0.72966,1,mayurratadiya
13777,12341987,Makeiny,"2024-08-25 04:58:39",0.72727,5,makeiny
13778,12542792,Hafiiieeee,"2024-08-28 14:49:28",0.72727,4,hafiiieeee
13779,12553270,"Zaheer Khan","2024-08-31 21:31:46",0.72727,5,zaheerbalti
13780,12555963,田久保GenBurtenカイジ,"2024-09-01 20:55:45",0.72727,5,genburten
13781,12559817,lilaas,"2024-09-02 14:41:25",0.72727,1,lilaas
13782,891115,"Francesco Dondi","2024-09-02 23:41:37",0.72727,2,litecoin
13783,12570657,"Fady Wadea","2024-09-05 11:43:09",0.72727,3,fadywadea
13784,12536984,yongYongYong110807,"2024-09-06 07:21:18",0.72727,2,yongyongyong110807
13785,12605903,ElZIzo,"2024-09-13 13:43:29",0.72727,2,elzizo
13786,12567331,"Shen Jihong","2024-09-15 09:03:54",0.72727,18,shenjihong
13787,12627051,"fred mahinay","2024-09-18 18:10:10",0.72727,1,fredmahinay
13788,12629388,wooden123,"2024-09-19 07:34:19",0.72727,1,wooden123
13789,12637935,"Muhammet Simşek","2024-09-20 20:10:24",0.72727,1,muhammetsimek
13790,12642285,"Jehu Nieves","2024-09-22 01:15:21",0.72727,1,jehunieves
13791,12642910,KingNagu,"2024-09-22 06:58:59",0.72727,3,kingnagu
13792,12656704,YeojoonJun/chemistry,"2024-09-25 05:17:32",0.72727,1,yeojoonjunchemistry
13793,8193293,ArchontisG,"2024-09-25 14:48:02",0.72727,2,archontisg
13794,12662889,"Angelo Basilio","2024-09-26 11:03:20",0.72727,5,angelobasilio
13795,12689687,GoodHole,"2024-10-01 15:08:46",0.72727,1,goodhole
13796,12702354,"Soumika Guduru","2024-10-04 02:18:16",0.72727,1,soumikaguduru
13797,11306586,"Md. Iftekhar Mahmud","2024-10-07 00:48:04",0.72727,1,mdiftekharmahmud
13798,12696941,t.tanaka1209,"2024-10-11 13:36:32",0.72727,9,ttanaka1209
13799,12730921,"Thomas Hewitt","2024-10-10 15:14:12",0.72727,6,thomashewitt423
13800,12733834,"kazuha sasaki","2024-10-10 07:40:08",0.72727,1,kazuhasasaki
13801,12517994,"Atharv Nema","2024-08-20 18:37:15",0.72488,1,atharvnema123
13802,12529868,"LEE UI HYEON","2024-08-24 13:40:54",0.72488,1,leeuihyeon
13803,12531878,"Lamrot Ibsa","2024-08-25 09:01:04",0.72488,1,lamrotibsa
13804,12534863,toddlerCoder,"2024-08-26 09:14:09",0.72488,1,toddlercoder
13805,12540865,kosjz,"2024-08-28 03:24:30",0.72488,1,koseijz
13806,12548222,"mizuki yamano","2024-08-30 06:26:32",0.72488,1,mizukiyamano
13807,12566381,WUxiaoyu243408,"2024-09-04 08:24:07",0.72488,5,wuxiaoyu243408
13808,6987221,"Rafkat Galeev","2024-09-05 12:20:52",0.72488,1,rafkatgaleev
13809,12576871,"Roham Niazi","2024-09-06 15:46:01",0.72488,1,rohamniazi
13810,12590499,"Demos Andrianopoulos","2024-09-10 04:24:13",0.72488,1,demosandrianopoulos
13811,12614735,kosatou,"2024-09-16 02:36:39",0.72488,1,kosatou
13812,4521479,Mig29x,"2024-09-21 03:29:08",0.72488,1,mig29x
13813,12652812,B20BB013,"2024-09-24 09:17:20",0.72488,1,haifanisardesai
13814,12653992,"Alston #2","2024-09-24 14:42:08",0.72488,5,allstones
13815,12662823,"c. nakajima.t","2024-09-26 10:12:43",0.72488,1,cnakajimat
13816,789353,Estevan94,"2024-09-30 02:23:02",0.72488,1,estevan
13817,12714904,久戸瀬貢,"2024-10-07 00:49:00",0.72488,1,kuuutan
13818,12722778,"Anu ragee","2024-10-08 09:01:46",0.72488,1,anuragee
13819,12521415,"Arnav S #2","2024-08-21 18:05:31",0.72248,1,arnavshenoy
13820,12549835,"Marcos De Almeida","2024-08-30 14:47:47",0.72248,1,marcosdealmeida
13821,12554101,Naga1470,"2024-09-01 05:17:03",0.72248,1,naga1470
13822,12448156,"Filip Olczak","2024-09-01 14:48:08",0.72248,1,filipolczak
13823,12565120,dstaykimo,"2024-09-04 00:38:18",0.72248,4,dstaykimo
13824,12568988,"Mahidhar Narala","2024-09-05 00:06:25",0.72248,1,mahidharnarala
13825,12536874,gs23087,"2024-09-05 10:37:29",0.72248,6,gs23087
13826,12593327,dbattaglia,"2024-09-10 16:03:11",0.72248,1,dbattaglia
13827,12639296,"Brylle Nunez","2024-09-21 13:51:50",0.72248,3,bryllenunez
13828,12674685,"ODUNOYE ISAIAH IBITOLA","2024-09-28 10:21:08",0.72248,1,odunoyeisaiahibitola
13829,12680315,"Juand David Rey Ardila","2024-09-29 19:26:57",0.72248,1,juanddavidreyardila
13830,12722105,"Balamurugan Sundarraj","2024-10-08 07:04:24",0.72248,1,balamurugansundarraj
13831,12725175,"Kyle McCurdy","2024-10-08 18:03:08",0.72248,1,kylemccurdy
13832,3866432,"Joy Sarkar","2024-10-09 09:31:43",0.72248,1,joywin11
13833,12740812,"Altemir Omar","2024-10-15 09:51:27",0.72248,3,altemiromar
13834,5361125,"Paul Riemens","2024-10-16 11:31:39",0.72248,1,paulriemens
13835,12771976,"Alberto S.","2024-10-16 13:18:21",0.72248,1,ssalberto
13836,12540710,"John Wilson2","2024-08-28 02:17:01",0.72009,1,johnwilson2
13837,12571478,GgggGunGun,"2024-09-29 05:33:29",0.72009,11,gggggungun
13838,12580603,"Samiksha Sai Thogeti","2024-09-07 17:55:45",0.72009,1,samikshasaithogeti
13839,12582188,natsuuuun,"2024-09-08 09:12:51",0.72009,1,natsuuuun
13840,12596852,MaShengQuan,"2024-09-11 12:26:33",0.72009,1,mashengquan
13841,12601379,"Dingrui Xue","2024-09-12 13:32:41",0.72009,1,dingruixue
13842,12618255,"Oscar BA07","2024-09-16 19:33:21",0.72009,1,oscarba07
13843,12646581,追越大知,"2024-09-23 04:31:01",0.72009,1,daichirin
13844,12653220,"parteek gupta","2024-09-24 11:06:44",0.72009,1,parteekgupta
13845,12654715,adrienclaire,"2024-09-24 16:53:44",0.72009,1,adrienclaire
13846,12447094,Transerin,"2024-09-29 09:25:37",0.72009,4,transerin
13847,12448773,plo_pez,"2024-10-04 20:42:19",0.72009,3,pbllpz
13848,12460624,"Domovenok Kuzya","2024-08-17 11:10:39",0.71770,2,ergkerg
13849,12455870,"Satya Sadan Lenka","2024-08-27 07:03:40",0.71770,1,satyasadanlenka
13850,10882241,"Siyuan #2","2024-08-31 08:27:24",0.71770,1,nicolesy
13851,12561665,Mizari,"2024-09-03 09:33:00",0.71770,10,mizari
13852,9246018,"Eren Kızılırmak","2024-09-03 11:27:52",0.71770,1,erenkzlrmak
13853,12567145,"Pranjal Singh #2","2024-09-04 11:51:12",0.71770,1,pranjalsingh01
13854,12578954,"Jonatan Sciaky","2024-09-07 10:34:42",0.71770,5,jonatansciaky
13855,12581754,"WANG Ruiqing011","2024-09-08 07:40:49",0.71770,8,wangruiqing011
13856,12586580,A1fred_PENG,"2024-09-09 10:16:35",0.71770,1,a1fredpeng
13857,12588760,"Daryl Bovill","2024-09-09 20:08:09",0.71770,2,darylbovill
13858,12598116,"Gauri Naik","2024-09-11 18:38:21",0.71770,2,gaurinaik283gmailcom
13859,12537774,"Andrey Kolosov","2024-09-13 10:32:55",0.71770,9,ankolosov
13860,12611256,"John Chen888","2024-09-15 00:51:56",0.71770,1,johnchen888
13861,12626133,"Dang Cong Khai","2024-09-18 13:53:21",0.71770,1,dangcongkhai
13862,12637433,cbye233,"2024-09-20 17:01:04",0.71770,1,cbye233
13863,12644630,"tom “TTMMNN”","2024-09-22 15:10:32",0.71770,1,tomttmmnn
13864,12671773,knight22-21,"2024-09-27 18:42:17",0.71770,1,knight2221
13865,12679429,dhananjayPMPCSMSSM,"2024-09-29 14:28:39",0.71770,1,dhananjaypmpcsmssm
13866,12547893,"Jennifer AK","2024-09-29 23:16:16",0.71770,2,jenniferak
13867,12681690,fasdasdf,"2024-10-13 02:32:00",0.71770,18,fasdasdf
13868,12687727,양Jin,"2024-10-01 08:03:45",0.71770,1,jinyang7979
13869,12703980,"Miguel García Redondo","2024-10-04 09:12:09",0.71770,1,miguelgarcaredondo
13870,12722872,Abhimanyu_C25,"2024-10-08 09:18:55",0.71770,1,abhimanyuc25
13871,12477477,MaxineXiong,"2024-08-17 16:18:41",0.71531,1,maxinexiong1212
13872,12520645,"Mostafa Elkabeer","2024-08-21 14:52:16",0.71531,4,mostafaelkabeer
13873,12552291,"Kamamoto Ippei ","2024-08-31 12:42:23",0.71531,1,kamamotoippei
13874,12588325,"Sam Hendriks","2024-09-11 12:49:58",0.71531,4,samhendriks
13875,11644680,"Raf Lucker","2024-09-09 19:00:41",0.71531,4,raflucker
13876,12600705,"Toni Tuominen","2024-09-13 11:58:34",0.71531,3,tjtuom
13877,12468552,a205day,"2024-09-26 06:19:39",0.71531,4,a205day
13878,12669788,"Teo Thomas Joby","2024-09-28 08:33:49",0.71531,2,teothomasjoby
13879,12707753,"Ishan Dissanayake","2024-10-05 05:58:58",0.71531,1,savinduishan
13880,12712439,"Can Öksüzoğlu","2024-10-06 10:30:30",0.71531,1,cankszolu
13881,12721652,"Rajat Meena","2024-10-08 05:28:15",0.71531,1,rajat3006
13882,12745791,tomokitiru,"2024-10-16 05:26:19",0.71531,5,tomokitiru
13883,5326264,eduardoorlandin,"2024-08-21 14:02:16",0.71291,1,eduardoorlandin
13884,12523797,"Tasaka Haruki","2024-08-22 12:42:24",0.71291,1,tasakaharuki
13885,1304972,Tobro,"2024-08-25 14:59:28",0.71291,3,tobro88
13886,12537033,KevenGSSoares,"2024-08-27 02:01:07",0.71291,1,kevengssoares
13887,12540630,"Mark Greave","2024-08-28 02:09:03",0.71291,2,markgreave
13888,12542621,RoyNKY,"2024-08-28 13:53:05",0.71291,1,roynky
13889,12571079,"dada ddd","2024-09-09 08:44:30",0.71291,4,dadaddd
13890,12578505,"Antonio Goncalves dos Santos","2024-09-07 05:20:25",0.71291,1,antoniogosti
13891,12581801,shengyichao,"2024-09-08 07:20:18",0.71291,1,shengyichao
13892,12583981,"Yousef Ahmed","2024-09-08 19:42:47",0.71291,2,yousefk11
13893,12593119,"lok szeto","2024-09-10 15:03:37",0.71291,1,lokszeto
13894,12596196,"Manjesh Prasad","2024-09-11 09:10:08",0.71291,1,manjeshprasad
13895,12606033,"Yufeng Liu #2","2024-09-13 14:24:34",0.71291,2,yufeliu
13896,12634308,cyber_boy7676,"2024-09-20 05:32:44",0.71291,1,cyberboy7676
13897,6400790,"Mousta Bazzoun","2024-09-20 16:41:34",0.71291,1,moustabazzoun
13898,12639544,"Selivanov Igor","2024-09-21 07:47:33",0.71291,1,selivanovigor
13899,12644403,"Bruno Gomes #2","2024-09-24 22:48:00",0.71291,2,brunogomesmkt
13900,12655154,Kostjha,"2024-09-28 19:34:37",0.71291,4,kostjha
13901,11913056,"Kou Yamamoto","2024-09-25 13:42:32",0.71291,1,kouyamamoto
13902,12676517,"Mohamed Bassem","2024-09-28 19:52:12",0.71291,3,mo7amedbassem
13903,12722537,ToraaaAa,"2024-10-08 08:14:53",0.71291,1,toraaaaa
13904,12725254,"Laksh Jain","2024-10-08 18:00:01",0.71291,1,jainlaksh
13905,12735930,omar7610,"2024-10-10 14:56:17",0.71291,1,omar7610
13906,7444820,"sparsh sharma","2024-10-12 01:06:44",0.71291,3,sparsh67
13907,12754864,YYH0924,"2024-10-14 13:36:38",0.71291,1,yyh0924
13908,11039380,iceryusuke,"2024-08-22 15:03:00",0.71052,1,iceryusuke
13909,12547601,norgamil,"2024-08-30 01:44:12",0.71052,1,norgamil
13910,12558402,"Wang YanJun11","2024-09-02 09:11:48",0.71052,4,wangyanjun11
13911,12559963,"Caio Couto","2024-09-02 15:23:49",0.71052,1,c4brrt
13912,12565466,"Benny Ng Chun","2024-09-04 03:18:11",0.71052,3,bennyngchun
13913,12544227,kanonli,"2024-09-06 05:34:53",0.71052,6,kanonli
13914,12565508,"Yuk Nam LO","2024-09-04 03:07:56",0.71052,2,yuknamlo
13915,12566364,Jason3301,"2024-09-04 07:51:39",0.71052,1,jason3301
13916,12566465,limzery,"2024-09-04 08:20:13",0.71052,1,limzery
13917,12567534,p243368,"2024-09-05 09:57:13",0.71052,13,p243368
13918,12574527,"Chan Sin Wun","2024-09-06 05:52:53",0.71052,1,chansinwun
13919,12574546,"Leung Ka Hei Nelson","2024-09-06 05:58:05",0.71052,1,leungkaheinelson
13920,12597132,yaukss,"2024-09-11 13:36:05",0.71052,1,yaukss
13921,12600347,ytniuniu,"2024-09-12 08:21:04",0.71052,1,ytniuniu
13922,12601204,kyipjp,"2024-09-12 13:34:40",0.71052,6,kyipjp
13923,12601476,alexyuan###1234,"2024-09-12 13:46:58",0.71052,1,alexyuan1234
13924,12625674,Chinmayi1203,"2024-09-18 12:03:31",0.71052,1,chinmayi1203
13925,10697005,INikolaR,"2024-09-23 14:05:11",0.71052,1,inikolar
13926,12655071,"Vítor Saldanha","2024-09-24 18:42:12",0.71052,1,vtorsaldanha
13927,12655991,"Nabeel Kazi Peña","2024-09-28 23:41:46",0.71052,2,nabeelkazipea
13928,12747826,Y.M.I,"2024-10-13 05:21:55",0.71052,1,yukamargaretito
13929,12528792,"Sakurako Ishijima","2024-08-24 06:48:15",0.70813,1,sakurakoishijima
13930,12479983,"Mohammed Tabrez Pasha","2024-08-25 14:41:00",0.70813,1,moahmmedtzbrezpasha
13931,12530386,"Noshin Tamanna","2024-08-28 06:56:48",0.70813,3,noshintamanna
13932,12543780,"Ante Boskovic","2024-08-28 22:18:50",0.70813,1,anteboskovic
13933,12531848,K_Daichi,"2024-08-30 23:06:32",0.70813,2,kdaichi
13934,12553989,jirisuke,"2024-09-01 04:26:13",0.70813,1,jirisuke
13935,12555370,Haseyuki6977,"2024-09-01 12:38:50",0.70813,1,haseyuki6977
13936,12569566,EGP2004,"2024-09-05 05:54:17",0.70813,6,egp2004
13937,12571145,yunxuan233,"2024-09-05 13:32:18",0.70813,2,yunxuan233
13938,12596770,chengjingtao_chaco,"2024-09-11 12:04:08",0.70813,1,chengjingtaochaco
13939,12624199,RYo_YaMa8888,"2024-09-18 05:24:33",0.70813,1,ryoyama8888
13940,12638511,bernie.13,"2024-09-21 01:56:51",0.70813,1,bernie13
13941,12656038,"EDAMAME MT","2024-09-25 02:03:17",0.70813,1,kensamt
13942,12680777,"Virat Kalshan","2024-09-29 23:56:03",0.70813,1,viratkalshan
13943,12722533,Mutsumin_1024,"2024-10-08 08:54:53",0.70813,1,mutsumin1024
13944,12746614,NoobMaster69,"2024-10-12 18:13:07",0.70813,2,marcelobatalhah
13945,12508200,"Purva Tonde","2024-08-17 16:55:46",0.70574,1,purvatonde
13946,2690153,sangmichae,"2024-08-29 02:48:35",0.70574,3,sangmichae
13947,12544202,wonjooon,"2024-09-03 12:33:59",0.70574,5,wonjooon
13948,12544215,minjookimkimkim,"2024-09-03 08:32:19",0.70574,2,minjookimkimkim
13949,12545079,choko1029,"2024-08-29 07:37:19",0.70574,1,choko1029
13950,12481839,"Kutay Çakır","2024-08-30 13:53:55",0.70574,2,kutayakr
13951,12569940,LawInBee,"2024-09-05 07:38:55",0.70574,6,lawinbee
13952,12571597,"Gordon Ching","2024-09-06 04:14:43",0.70574,3,gordonching
13953,12576120,oihbhjbgfyt,"2024-09-06 13:56:46",0.70574,6,oihbhjbgfyt
13954,12582475,ql1nhao,"2024-09-08 10:58:04",0.70574,1,ql1nhao
13955,12582744,wuting0504,"2024-09-08 12:20:54",0.70574,1,wuting0504
13956,12574136,"Ron Lam","2024-09-09 16:03:24",0.70574,22,tclron
13957,12590326,"sui shui","2024-09-10 03:27:18",0.70574,1,suishui
13958,12651382,a1312785896,"2024-09-24 02:49:53",0.70574,1,a1312785896
13959,12665653,"Natnael Getahun","2024-09-26 19:26:30",0.70574,1,ngetahun
13960,12677350,adolf,"2024-09-29 03:16:11",0.70574,3,zhutaonan
13961,12682017,"Saroj Chintakrindi","2024-09-30 06:33:57",0.70574,3,sarojchintakrindi
13962,12691075,"Maxim Talankin","2024-10-02 19:02:54",0.70574,11,maximtalankin
13963,12691325,"Paul Comte","2024-10-01 22:14:38",0.70574,1,paulcomte
13964,12740301,TTuunneeEE,"2024-10-11 11:18:39",0.70574,1,ttuunneeee
13965,12741177,"Ibrahim Khaleel","2024-10-11 14:34:43",0.70574,1,ibrahimfadu
13966,8065604,"Armando Arevalo","2024-10-13 07:02:52",0.70574,3,armandoarevalo
13967,5202738,coderCache,"2024-08-25 09:25:53",0.70334,3,codercache
13968,12551663,"Riku Ishiharaa","2024-08-31 08:31:28",0.70334,1,rikuishiharaa
13969,12406031,"sirogane kuro","2024-09-04 06:05:37",0.70334,1,siroganekuro
13970,12571482,ANASKHAN989,"2024-09-15 14:00:53",0.70334,2,anaskhan989
13971,12574600,IntroFlux,"2024-09-06 06:14:19",0.70334,2,introflux
13972,12582627,Yanwenchao,"2024-09-08 11:55:09",0.70334,2,yanwenchao
13973,12599856,ojsung7,"2024-09-12 06:26:34",0.70334,1,ojsung7
13974,12607134,"abdulaziz jazzar","2024-09-13 20:20:38",0.70334,2,jaazzaras
13975,12631227,HideseekII000,"2024-09-19 14:12:17",0.70334,3,hideseekii000
13976,12732006,"Othman ELHADRATI","2024-10-09 23:24:00",0.70334,2,othmanelhadrati
13977,12753397,"Kanimozhi Kathirvel","2024-10-14 08:49:55",0.70334,1,kanimozhi18
13978,12762486,prashant_narayan_04,"2024-10-15 12:17:06",0.70334,1,prashantnarayan04
13979,12301295,"KOB Marines","2024-08-19 06:05:49",0.70095,2,kobmarines
13980,6338234,"Uchenna Okoro","2024-08-23 18:43:28",0.70095,1,uchennaokoro
13981,12557193,"Yuki NKMR","2024-09-02 03:08:13",0.70095,1,yukinkmr
13982,12570933,"He Sihan666","2024-09-05 12:08:27",0.70095,1,hesihan666
13983,12572260,"Holling Hoodhood","2024-09-05 18:11:10",0.70095,1,hollinghoodhood
13984,12599433,袁笃志,"2024-09-12 04:19:12",0.70095,1,cisyrm
13985,12620603,"Sanaz Esfahani","2024-09-17 08:50:47",0.70095,1,sanazesfahani
13986,9528140,OpticsAndMessaging,"2024-09-21 22:51:28",0.70095,3,opticsandmessaging
13987,12648798,Mafia@15,"2024-09-24 17:09:29",0.70095,2,mafia15
13988,12722719,"Aldan Jeri","2024-10-08 08:48:29",0.70095,1,aldanjeri
13989,12722982,Olladi,"2024-10-08 09:47:25",0.70095,2,olladi
13990,11450842,moyomoyo,"2024-08-19 12:57:50",0.69856,1,moyomoyo
13991,12466031,Basmala_Ahmed9,"2024-08-20 18:20:10",0.69856,6,basmalaahmed9
13992,12530263,josesousagamer,"2024-08-24 16:22:29",0.69856,2,josesousagamer
13993,12556409,"Aditya Pandey #7","2024-09-01 19:47:55",0.69856,2,adityatrex
13994,12435823,TatsuokaTomoya,"2024-09-03 12:55:49",0.69856,1,tatsuokatomoya
13995,12564798,"Arnab Majumdar","2024-09-06 20:10:21",0.69856,2,arnabmajumdar9
13996,12605391,"Junkai Qi","2024-09-13 11:31:26",0.69856,2,junkaiqi
13997,12617629,FlowerMouse,"2024-09-16 16:06:28",0.69856,1,flowermouse
13998,12624678,"Franklin Mackey","2024-09-18 07:42:48",0.69856,1,franklinmackey
13999,12625656,"Django baker","2024-09-18 11:58:11",0.69856,1,djangobaker
14000,12631905,tomoniyukiwo,"2024-10-03 00:29:58",0.69856,3,tomoniyukiwo
14001,12720272,"Mitchell Friess","2024-10-07 21:25:21",0.69856,1,mitchellfriess
14002,12733975,"masakatsu ogawa","2024-10-16 00:42:04",0.69856,2,masakatsuogawa
14003,12742746,"Youssef Ihab","2024-10-11 23:27:59",0.69856,1,youssefihab
14004,12658286,FXRISME,"2024-10-12 16:00:41",0.69856,6,fxrisme
14005,12749492,hilberthodge,"2024-10-13 13:52:48",0.69856,2,hilberthodge
14006,12761831,Rock2871,"2024-10-15 10:23:13",0.69856,1,rock2871
14007,12523181,"FIlip Zde","2024-08-22 10:24:50",0.69617,3,filipzde
14008,12571786,"Daksh Singh_707","2024-09-05 16:12:10",0.69617,1,dakshsingh707
14009,12608344,"PERALTA JAKE","2024-09-14 05:44:28",0.69617,1,peraltajake
14010,12207601,たんうー,"2024-09-14 23:29:53",0.69617,4,tanutan
14011,12619352,"Aaditya Hari Nair","2024-09-17 15:47:00",0.69617,2,aadityaharinair
14012,12687419,"efefs sdf","2024-10-01 07:02:18",0.69617,1,efefssdf
14013,12632647,"Nathaniel LeCount","2024-10-02 16:51:31",0.69617,7,nathaniellecount
14014,12703630,"Peng Shimiao","2024-10-04 07:57:42",0.69617,1,pengshimiao
14015,12708512,shilezhideyang123,"2024-10-05 10:01:30",0.69617,1,shilezhideyang123
14016,12736543,"Dharmesh Padhra","2024-10-10 17:53:46",0.69617,3,dharmeshpadhra
14017,12137658,Vivekbukkasamudram,"2024-10-13 06:41:08",0.69617,1,vivekbukkasamudram
14018,12755861,"Aniebiet Macaulay","2024-10-14 21:41:35",0.69617,1,drmacani
14019,12768742,Iraj,"2024-10-16 05:24:45",0.69617,1,irajhedayati
14020,12553300,"Mosa'id Abdalrawaf","2024-08-31 22:16:13",0.69377,1,mosaidabdalrawaf
14021,12555609,TrungDT_tik55,"2024-09-01 14:11:06",0.69377,1,trungdttik55
14022,12615519,Kaggle320,"2024-09-16 07:28:34",0.69377,1,neerurana
14023,11574050,"Neelesh Chidar","2024-09-16 13:58:16",0.69377,1,neeleshchidar
14024,12621125,masaky-t,"2024-09-17 10:25:46",0.69377,1,masakyt
14025,12658781,"Rithichan Chhorn","2024-09-25 13:28:54",0.69377,1,rithichanchhorn
14026,12675947,"Momen Sabry","2024-09-28 16:10:18",0.69377,1,momensabry
14027,12712682,KOJOONHO01,"2024-10-06 13:30:40",0.69377,2,kojoonho01
14028,12728598,fierece,"2024-10-09 07:12:04",0.69377,1,fierece
14029,12518724,"Noa Chun","2024-08-21 04:03:51",0.69138,4,noachun
14030,12521760,LarissaTertuliano,"2024-08-21 21:31:59",0.69138,1,larissatertuliano
14031,12551202,"Mohamed Elguindy","2024-08-31 04:37:02",0.69138,1,mohamedelguindy
14032,12557502,Axxxellll,"2024-09-03 02:54:58",0.69138,9,axxxellll
14033,7164543,"Tem M","2024-09-06 10:12:03",0.69138,1,thundercoder
14034,9702497,Tharika_082003,"2024-09-12 15:46:16",0.69138,1,tharika082003
14035,12621703,"Darshan Baslani","2024-09-17 13:15:16",0.69138,1,darshanbaslani
14036,12660551,HankLi579,"2024-09-25 22:23:28",0.69138,1,hankli579
14037,12678497,junyoungparkdgu,"2024-09-30 03:33:04",0.69138,5,junyoungparkdgu
14038,12713192,"Aaditya Bansode","2024-10-06 13:58:18",0.69138,1,aadityabansode
14039,12721999,Ayathulla80,"2024-10-08 07:17:37",0.69138,2,ayathulla80
14040,8124167,p-grp,"2024-10-10 07:38:49",0.69138,1,"pitpkag,yuw000"
14041,12547600,"BRUNO GUGLIELMONE","2024-08-30 02:02:37",0.68899,5,brunoguglielmone
14042,12548349,b310niwa,"2024-08-30 07:03:17",0.68899,1,b310niwa
14043,12569118,"Otiniel Godwin Aguida","2024-09-05 01:27:28",0.68899,1,otinielgodwinaguida
14044,12579449,ramazangulmez,"2024-09-07 10:59:40",0.68899,1,ramazangulmez
14045,12598459,"M Hassan Razzaq","2024-09-11 20:55:07",0.68899,1,mhassanrazzaq
14046,12646306,kanghun_acaos,"2024-09-23 02:49:03",0.68899,1,kanghunacaos
14047,12669484,"Gian Karl Colinares","2024-09-27 09:39:26",0.68899,2,giankarlcolinares
14048,12699630,"Ueslei Pontarolo","2024-10-03 13:50:05",0.68899,5,uesleipontarolo2
14049,3659247,"Jacob Yoon Zeng Yew","2024-10-04 18:08:33",0.68899,4,genlikan
14050,12741386,"Dan Vancea","2024-10-11 15:27:05",0.68899,6,danvancea
14051,12751577,"Leonardo Lovera","2024-10-14 01:12:19",0.68899,1,leonardlover
14052,12772458,"Usif Malak","2024-10-16 14:16:17",0.68899,1,usifmalak
14053,12513866,"Udit Mathur","2024-08-19 15:02:48",0.68660,1,uditmathur26
14054,12517572,"Divya Chakravartty","2024-08-20 15:45:53",0.68660,1,divyachakravartty
14055,12517875,"HARDIK TAK","2024-08-20 18:10:22",0.68660,1,hardiktak
14056,12526342,HaSarı1,"2024-08-23 09:07:56",0.68660,1,hasar1
14057,12556024,"Alexa Belozerova","2024-09-01 16:42:19",0.68660,1,alexabelozerova
14058,12597112,"Chen Lifeng","2024-09-11 13:33:30",0.68660,1,eddie2614
14059,12663178,"Angelo Castillo","2024-09-27 15:36:04",0.68660,4,gabics
14060,12675445,"Paweł Zieliński","2024-09-28 14:07:20",0.68660,1,pawelzielinski
14061,12747948,"Chowdhury Rafiq","2024-10-13 05:52:09",0.68660,1,chowdhuryrafiq
14062,12756743,"YJ Calvin Liu","2024-10-14 19:15:41",0.68660,5,yjcalvinliu
14063,12540629,"Dylan Greer","2024-08-28 01:37:51",0.68421,1,dylanrgreer
14064,10831417,"tan lay hoon","2024-08-28 01:55:07",0.68421,3,tanlayhoon
14065,12483777,"Mustafa Mirza ÖZBULAT","2024-08-30 18:29:15",0.68421,5,mustafamirzazbulat
14066,12569311,"Brady Levenson","2024-09-05 03:18:26",0.68421,2,bradylevenson
14067,12556062,lalalamo,"2024-09-05 09:37:51",0.68421,3,lalalamo
14068,11375047,yossi14,"2024-09-07 08:07:46",0.68421,1,yossi14
14069,12572884,"Masuma Mohoni","2024-09-07 13:32:08",0.68421,1,masumamohoni
14070,12604760,"Murano Seima","2024-09-13 08:23:50",0.68421,1,muranoseima
14071,10718557,"Claudio Palludetti","2024-09-18 19:03:26",0.68421,1,claudiopalludetti
14072,12680448,Denissimos,"2024-09-29 20:34:30",0.68421,1,denissimos
14073,12683091,"Ayush Ranjan","2024-09-30 10:44:16",0.68421,2,ayushranjan01
14074,3337257,"Alfonso R","2024-10-14 18:41:59",0.68421,1,alfarosi
14075,12514055,Narozniak,"2024-08-19 16:06:03",0.68181,2,narozniak
14076,8544279,"Alexandr Kosmatov","2024-08-26 09:12:42",0.68181,1,alexandrkosmatov
14077,12544242,芝士水瓶,"2024-08-29 03:04:58",0.68181,1,noomath
14078,12551002,"Yang seung mini","2024-08-31 03:09:40",0.68181,3,yangseungmini
